Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,division,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,season,jornada
2012-10-20,La Coruna,Barcelona,4.0,5.0,A,2.0,4.0,A,1,13.0,10.0,8.0,6.0,13.0,15.0,5.0,1.0,4.0,3.0,0.0,1.0,12-13,8
2012-10-20,Real Madrid,Celta,2.0,0.0,H,1.0,0.0,H,1,24.0,7.0,3.0,3.0,11.0,15.0,11.0,5.0,3.0,2.0,0.0,0.0,12-13,8
2012-10-20,Valencia,Ath Bilbao,3.0,2.0,H,1.0,2.0,A,1,27.0,7.0,12.0,3.0,12.0,10.0,11.0,5.0,3.0,2.0,0.0,1.0,12-13,8
2012-10-21,Osasuna,Betis,0.0,0.0,D,0.0,0.0,D,1,11.0,7.0,2.0,2.0,17.0,11.0,4.0,3.0,3.0,1.0,0.0,0.0,12-13,8
2012-10-21,Getafe,Levante,0.0,1.0,A,0.0,0.0,D,1,18.0,7.0,6.0,4.0,8.0,15.0,13.0,2.0,2.0,3.0,0.0,0.0,12-13,8
2012-10-21,Espanol,Vallecano,3.0,2.0,H,1.0,1.0,D,1,13.0,14.0,7.0,6.0,15.0,18.0,6.0,2.0,3.0,3.0,1.0,1.0,12-13,8
2012-10-21,Sociedad,Ath Madrid,0.0,1.0,A,0.0,0.0,D,1,15.0,12.0,3.0,4.0,11.0,14.0,10.0,6.0,5.0,2.0,0.0,0.0,12-13,8
2012-10-21,Granada,Zaragoza,1.0,2.0,A,0.0,2.0,A,1,6.0,14.0,3.0,5.0,18.0,17.0,7.0,4.0,5.0,4.0,1.0,0.0,12-13,8
2012-10-22,Sevilla,Mallorca,3.0,2.0,H,1.0,2.0,A,1,22.0,3.0,9.0,2.0,7.0,11.0,15.0,1.0,0.0,2.0,0.0,0.0,12-13,8
2012-10-27,Betis,Valencia,1.0,0.0,H,1.0,0.0,H,1,10.0,10.0,3.0,3.0,8.0,16.0,8.0,7.0,0.0,6.0,0.0,0.0,12-13,9
2012-10-27,Celta,La Coruna,1.0,1.0,D,1.0,1.0,D,1,12.0,12.0,2.0,4.0,15.0,16.0,4.0,10.0,2.0,4.0,1.0,0.0,12-13,9
2012-10-27,Espanol,Malaga,0.0,0.0,D,0.0,0.0,D,1,12.0,13.0,3.0,4.0,19.0,21.0,6.0,8.0,4.0,5.0,0.0,0.0,12-13,9
2012-10-27,Vallecano,Barcelona,0.0,5.0,A,0.0,1.0,A,1,18.0,15.0,3.0,10.0,18.0,14.0,7.0,4.0,5.0,1.0,0.0,0.0,12-13,9
2012-10-28,Ath Bilbao,Getafe,1.0,2.0,A,0.0,1.0,A,1,21.0,15.0,10.0,8.0,18.0,15.0,8.0,3.0,5.0,2.0,0.0,0.0,12-13,9
2012-10-28,Ath Madrid,Osasuna,3.0,1.0,H,2.0,1.0,H,1,19.0,8.0,9.0,4.0,11.0,11.0,6.0,4.0,3.0,3.0,0.0,0.0,12-13,9
2012-10-28,Levante,Granada,3.0,1.0,H,1.0,0.0,H,1,11.0,10.0,6.0,2.0,9.0,13.0,3.0,6.0,1.0,2.0,0.0,0.0,12-13,9
2012-10-28,Mallorca,Real Madrid,0.0,5.0,A,0.0,2.0,A,1,5.0,16.0,0.0,8.0,11.0,9.0,8.0,6.0,2.0,2.0,0.0,0.0,12-13,9
2012-10-28,Zaragoza,Sevilla,2.0,1.0,H,2.0,0.0,H,1,11.0,9.0,6.0,6.0,18.0,12.0,5.0,5.0,3.0,6.0,0.0,0.0,12-13,9
2012-10-29,Valladolid,Sociedad,2.0,2.0,D,1.0,1.0,D,1,12.0,14.0,6.0,4.0,18.0,14.0,5.0,3.0,3.0,1.0,0.0,0.0,12-13,9
2012-11-03,Valencia,Ath Madrid,2.0,0.0,H,1.0,0.0,H,1,6.0,13.0,2.0,2.0,18.0,13.0,1.0,10.0,3.0,4.0,1.0,0.0,12-13,10
2012-11-03,Real Madrid,Zaragoza,4.0,0.0,H,2.0,0.0,H,1,20.0,13.0,11.0,3.0,10.0,16.0,5.0,4.0,2.0,2.0,0.0,0.0,12-13,10
2012-11-03,Malaga,Vallecano,1.0,2.0,A,0.0,1.0,A,1,11.0,10.0,4.0,5.0,14.0,13.0,6.0,5.0,3.0,5.0,0.0,0.0,12-13,10
2012-11-03,Barcelona,Celta,3.0,1.0,H,2.0,1.0,H,1,13.0,11.0,6.0,4.0,9.0,11.0,4.0,5.0,1.0,2.0,0.0,0.0,12-13,10
2012-11-04,Osasuna,Valladolid,0.0,1.0,A,0.0,0.0,D,1,17.0,5.0,4.0,3.0,19.0,14.0,11.0,2.0,1.0,3.0,1.0,0.0,12-13,10
2012-11-04,Sociedad,Espanol,0.0,1.0,A,0.0,0.0,D,1,16.0,8.0,8.0,2.0,16.0,23.0,11.0,7.0,1.0,6.0,0.0,0.0,12-13,10
2012-11-04,Sevilla,Levante,0.0,0.0,D,0.0,0.0,D,1,20.0,3.0,5.0,1.0,9.0,8.0,10.0,2.0,1.0,1.0,0.0,0.0,12-13,10
2012-11-04,La Coruna,Mallorca,1.0,0.0,H,1.0,0.0,H,1,13.0,19.0,3.0,5.0,7.0,15.0,4.0,4.0,1.0,2.0,0.0,0.0,12-13,10
2012-11-04,Granada,Ath Bilbao,1.0,2.0,A,0.0,2.0,A,1,24.0,15.0,9.0,8.0,17.0,17.0,6.0,6.0,5.0,4.0,0.0,0.0,12-13,10
2012-11-05,Getafe,Betis,2.0,4.0,A,0.0,0.0,D,1,18.0,7.0,3.0,5.0,9.0,9.0,11.0,3.0,2.0,4.0,0.0,0.0,12-13,10
2012-11-09,Betis,Granada,1.0,2.0,A,0.0,1.0,A,1,14.0,12.0,3.0,3.0,12.0,16.0,6.0,3.0,1.0,7.0,0.0,0.0,12-13,11
2012-11-10,Espanol,Osasuna,0.0,3.0,A,0.0,1.0,A,1,18.0,12.0,5.0,6.0,13.0,16.0,10.0,8.0,2.0,4.0,0.0,0.0,12-13,11
2012-11-10,Malaga,Sociedad,1.0,2.0,A,1.0,1.0,D,1,12.0,8.0,4.0,4.0,19.0,13.0,8.0,4.0,4.0,2.0,0.0,0.0,12-13,11
2012-11-10,Vallecano,Celta,3.0,2.0,H,0.0,2.0,A,1,29.0,7.0,8.0,2.0,9.0,17.0,9.0,2.0,4.0,4.0,0.0,1.0,12-13,11
2012-11-10,Zaragoza,La Coruna,5.0,3.0,H,1.0,2.0,A,1,23.0,12.0,9.0,5.0,19.0,12.0,7.0,6.0,4.0,3.0,0.0,1.0,12-13,11
2012-11-11,Mallorca,Barcelona,2.0,4.0,A,0.0,3.0,A,1,5.0,12.0,3.0,5.0,18.0,6.0,6.0,6.0,1.0,1.0,0.0,0.0,12-13,11
2012-11-11,Levante,Real Madrid,1.0,2.0,A,0.0,1.0,A,1,11.0,19.0,4.0,6.0,27.0,13.0,2.0,8.0,6.0,1.0,0.0,0.0,12-13,11
2012-11-11,Ath Madrid,Getafe,2.0,0.0,H,2.0,0.0,H,1,14.0,9.0,4.0,3.0,20.0,13.0,7.0,6.0,2.0,5.0,0.0,0.0,12-13,11
2012-11-11,Ath Bilbao,Sevilla,2.0,1.0,H,2.0,0.0,H,1,9.0,16.0,2.0,7.0,12.0,20.0,2.0,7.0,6.0,5.0,1.0,0.0,12-13,11
2012-11-11,Valladolid,Valencia,1.0,1.0,D,0.0,1.0,A,1,9.0,15.0,2.0,3.0,8.0,10.0,2.0,10.0,0.0,0.0,0.0,1.0,12-13,11
2012-11-17,Barcelona,Zaragoza,3.0,1.0,H,2.0,1.0,H,1,8.0,13.0,3.0,2.0,6.0,15.0,5.0,7.0,0.0,1.0,0.0,0.0,12-13,12
2012-11-17,Osasuna,Malaga,0.0,0.0,D,0.0,0.0,D,1,19.0,14.0,8.0,3.0,17.0,13.0,12.0,4.0,4.0,1.0,0.0,0.0,12-13,12
2012-11-17,Real Madrid,Ath Bilbao,5.0,1.0,H,3.0,1.0,H,1,29.0,11.0,18.0,1.0,15.0,19.0,11.0,4.0,1.0,4.0,0.0,0.0,12-13,12
2012-11-17,Valencia,Espanol,2.0,1.0,H,1.0,1.0,D,1,10.0,11.0,6.0,5.0,30.0,18.0,5.0,3.0,7.0,7.0,0.0,2.0,12-13,12
2012-11-18,Sevilla,Betis,5.0,1.0,H,4.0,0.0,H,1,22.0,5.0,13.0,3.0,22.0,18.0,3.0,2.0,3.0,2.0,0.0,1.0,12-13,12
2012-11-18,La Coruna,Levante,0.0,2.0,A,0.0,1.0,A,1,24.0,12.0,4.0,3.0,12.0,12.0,10.0,5.0,6.0,3.0,1.0,1.0,12-13,12
2012-11-18,Granada,Ath Madrid,0.0,1.0,A,0.0,0.0,D,1,13.0,12.0,2.0,6.0,14.0,11.0,4.0,9.0,3.0,3.0,0.0,1.0,12-13,12
2012-11-18,Getafe,Valladolid,2.0,1.0,H,0.0,1.0,A,1,19.0,13.0,8.0,3.0,12.0,16.0,5.0,3.0,2.0,0.0,0.0,0.0,12-13,12
2012-11-18,Celta,Mallorca,1.0,1.0,D,0.0,1.0,A,1,15.0,15.0,2.0,7.0,8.0,18.0,4.0,12.0,1.0,3.0,0.0,0.0,12-13,12
2012-11-19,Sociedad,Vallecano,4.0,0.0,H,2.0,0.0,H,1,26.0,9.0,10.0,2.0,8.0,16.0,12.0,5.0,1.0,3.0,0.0,0.0,12-13,12
2012-11-23,Sociedad,Osasuna,0.0,0.0,D,0.0,0.0,D,1,13.0,19.0,3.0,5.0,10.0,16.0,9.0,4.0,3.0,4.0,0.0,0.0,12-13,13
2012-11-24,Valladolid,Granada,1.0,0.0,H,0.0,0.0,D,1,10.0,14.0,5.0,1.0,7.0,16.0,4.0,3.0,1.0,4.0,0.0,0.0,12-13,13
2012-11-24,Betis,Real Madrid,1.0,0.0,H,1.0,0.0,H,1,9.0,18.0,3.0,8.0,22.0,9.0,1.0,10.0,4.0,2.0,0.0,0.0,12-13,13
2012-11-24,Malaga,Valencia,4.0,0.0,H,1.0,0.0,H,1,22.0,5.0,6.0,1.0,16.0,19.0,8.0,4.0,2.0,5.0,0.0,1.0,12-13,13
2012-11-24,Vallecano,Mallorca,2.0,0.0,H,0.0,0.0,D,1,19.0,9.0,4.0,5.0,13.0,18.0,10.0,1.0,2.0,3.0,0.0,0.0,12-13,13
2012-11-25,Ath Madrid,Sevilla,4.0,0.0,H,3.0,0.0,H,1,18.0,2.0,7.0,2.0,13.0,12.0,7.0,0.0,2.0,2.0,0.0,3.0,12-13,13
2012-11-25,Espanol,Getafe,0.0,2.0,A,0.0,1.0,A,1,11.0,10.0,4.0,7.0,13.0,17.0,6.0,4.0,2.0,2.0,0.0,0.0,12-13,13
2012-11-25,Levante,Barcelona,0.0,4.0,A,0.0,0.0,D,1,11.0,13.0,3.0,7.0,7.0,6.0,4.0,8.0,0.0,1.0,0.0,0.0,12-13,13
2012-11-25,Ath Bilbao,La Coruna,1.0,1.0,D,1.0,0.0,H,1,26.0,9.0,6.0,5.0,16.0,8.0,13.0,4.0,4.0,3.0,0.0,0.0,12-13,13
2012-11-26,Zaragoza,Celta,0.0,1.0,A,0.0,0.0,D,1,14.0,8.0,3.0,4.0,13.0,17.0,8.0,3.0,3.0,1.0,0.0,0.0,12-13,13
2012-11-30,Osasuna,Vallecano,1.0,0.0,H,1.0,0.0,H,1,12.0,9.0,3.0,1.0,14.0,13.0,3.0,8.0,3.0,2.0,0.0,0.0,12-13,14
2012-12-01,Valencia,Sociedad,2.0,5.0,A,1.0,1.0,D,1,10.0,17.0,5.0,11.0,17.0,11.0,5.0,8.0,2.0,2.0,1.0,0.0,12-13,14
2012-12-01,Real Madrid,Ath Madrid,2.0,0.0,H,1.0,0.0,H,1,13.0,4.0,6.0,2.0,19.0,23.0,3.0,4.0,1.0,5.0,0.0,0.0,12-13,14
2012-12-01,Getafe,Malaga,1.0,0.0,H,0.0,0.0,D,1,13.0,8.0,3.0,5.0,15.0,11.0,5.0,5.0,1.0,4.0,1.0,0.0,12-13,14
2012-12-01,Barcelona,Ath Bilbao,5.0,1.0,H,3.0,0.0,H,1,19.0,6.0,10.0,2.0,7.0,10.0,3.0,1.0,1.0,3.0,0.0,0.0,12-13,14
2012-12-02,Celta,Levante,1.0,1.0,D,1.0,0.0,H,1,18.0,8.0,8.0,2.0,11.0,11.0,7.0,1.0,3.0,3.0,0.0,0.0,12-13,14
2012-12-02,La Coruna,Betis,2.0,3.0,A,0.0,1.0,A,1,17.0,12.0,7.0,7.0,9.0,16.0,12.0,5.0,3.0,5.0,0.0,0.0,12-13,14
2012-12-02,Mallorca,Zaragoza,1.0,1.0,D,0.0,1.0,A,1,19.0,2.0,7.0,2.0,19.0,8.0,9.0,0.0,3.0,3.0,0.0,1.0,12-13,14
2012-12-02,Granada,Espanol,0.0,0.0,D,0.0,0.0,D,1,24.0,12.0,7.0,2.0,14.0,22.0,11.0,2.0,0.0,4.0,0.0,0.0,12-13,14
2012-12-03,Sevilla,Valladolid,1.0,2.0,A,0.0,2.0,A,1,21.0,17.0,4.0,7.0,20.0,18.0,9.0,1.0,2.0,6.0,1.0,0.0,12-13,14
2012-12-07,Espanol,Sevilla,2.0,2.0,D,1.0,1.0,D,1,11.0,6.0,3.0,4.0,24.0,23.0,4.0,3.0,5.0,3.0,0.0,1.0,12-13,15
2012-12-08,Valladolid,Real Madrid,2.0,3.0,A,2.0,2.0,D,1,10.0,20.0,4.0,13.0,17.0,14.0,6.0,11.0,3.0,3.0,0.0,0.0,12-13,15
2012-12-08,Malaga,Granada,4.0,0.0,H,2.0,0.0,H,1,20.0,22.0,9.0,8.0,17.0,8.0,3.0,7.0,3.0,0.0,0.0,0.0,12-13,15
2012-12-08,Osasuna,Valencia,0.0,1.0,A,0.0,0.0,D,1,11.0,10.0,4.0,3.0,18.0,12.0,6.0,5.0,2.0,2.0,0.0,0.0,12-13,15
2012-12-08,Sociedad,Getafe,1.0,1.0,D,0.0,0.0,D,1,10.0,15.0,3.0,2.0,16.0,19.0,6.0,6.0,2.0,6.0,0.0,0.0,12-13,15
2012-12-09,Ath Madrid,La Coruna,6.0,0.0,H,3.0,0.0,H,1,14.0,9.0,9.0,1.0,8.0,11.0,5.0,7.0,0.0,2.0,0.0,0.0,12-13,15
2012-12-09,Ath Bilbao,Celta,1.0,0.0,H,1.0,0.0,H,1,10.0,11.0,2.0,1.0,16.0,20.0,7.0,6.0,3.0,3.0,0.0,0.0,12-13,15
2012-12-09,Betis,Barcelona,1.0,2.0,A,1.0,2.0,A,1,9.0,13.0,3.0,8.0,17.0,11.0,4.0,5.0,3.0,2.0,0.0,0.0,12-13,15
2012-12-09,Levante,Mallorca,4.0,0.0,H,1.0,0.0,H,1,14.0,15.0,9.0,2.0,10.0,13.0,8.0,5.0,0.0,1.0,0.0,0.0,12-13,15
2012-12-10,Vallecano,Zaragoza,0.0,2.0,A,0.0,1.0,A,1,14.0,13.0,1.0,7.0,16.0,21.0,7.0,1.0,2.0,3.0,0.0,0.0,12-13,15
2012-12-15,Sevilla,Malaga,0.0,2.0,A,0.0,0.0,D,1,15.0,9.0,2.0,2.0,14.0,14.0,10.0,7.0,1.0,4.0,1.0,0.0,12-13,16
2012-12-15,Mallorca,Ath Bilbao,0.0,1.0,A,0.0,1.0,A,1,18.0,12.0,4.0,2.0,22.0,16.0,15.0,3.0,3.0,3.0,0.0,0.0,12-13,16
2012-12-15,Granada,Sociedad,0.0,0.0,D,0.0,0.0,D,1,10.0,15.0,4.0,3.0,27.0,5.0,9.0,4.0,3.0,3.0,0.0,0.0,12-13,16
2012-12-15,Getafe,Osasuna,1.0,1.0,D,0.0,0.0,D,1,8.0,7.0,2.0,3.0,12.0,17.0,5.0,3.0,4.0,4.0,0.0,1.0,12-13,16
2012-12-16,Real Madrid,Espanol,2.0,2.0,D,1.0,1.0,D,1,29.0,12.0,10.0,3.0,10.0,14.0,11.0,7.0,2.0,4.0,0.0,0.0,12-13,16
2012-12-16,Valencia,Vallecano,0.0,1.0,A,0.0,0.0,D,1,8.0,8.0,2.0,2.0,17.0,18.0,4.0,4.0,2.0,5.0,0.0,0.0,12-13,16
2012-12-16,Zaragoza,Levante,0.0,1.0,A,0.0,1.0,A,1,12.0,10.0,2.0,3.0,15.0,22.0,2.0,3.0,4.0,4.0,0.0,1.0,12-13,16
2012-12-16,Barcelona,Ath Madrid,4.0,1.0,H,2.0,1.0,H,1,11.0,8.0,6.0,1.0,15.0,16.0,9.0,5.0,1.0,1.0,0.0,0.0,12-13,16
2012-12-17,La Coruna,Valladolid,0.0,0.0,D,0.0,0.0,D,1,18.0,9.0,3.0,4.0,9.0,6.0,10.0,0.0,2.0,0.0,0.0,0.0,12-13,16
2012-12-17,Celta,Betis,0.0,1.0,A,0.0,0.0,D,1,12.0,11.0,2.0,5.0,8.0,7.0,4.0,3.0,2.0,2.0,0.0,0.0,12-13,16
2012-12-20,Espanol,La Coruna,2.0,0.0,H,1.0,0.0,H,1,9.0,16.0,5.0,4.0,11.0,12.0,3.0,11.0,2.0,2.0,0.0,0.0,12-13,17
2012-12-20,Sociedad,Sevilla,2.0,1.0,H,1.0,0.0,H,1,12.0,14.0,4.0,4.0,10.0,20.0,3.0,6.0,2.0,3.0,0.0,1.0,12-13,17
2012-12-20,Vallecano,Levante,3.0,0.0,H,0.0,0.0,D,1,18.0,9.0,7.0,3.0,20.0,17.0,3.0,5.0,3.0,4.0,0.0,0.0,12-13,17
2012-12-21,Ath Madrid,Celta,1.0,0.0,H,0.0,0.0,D,1,12.0,5.0,3.0,0.0,13.0,12.0,6.0,4.0,2.0,4.0,1.0,0.0,12-13,17
2012-12-21,Valencia,Getafe,4.0,2.0,H,3.0,1.0,H,1,20.0,16.0,8.0,6.0,12.0,17.0,8.0,7.0,3.0,4.0,0.0,0.0,12-13,17
2012-12-22,Ath Bilbao,Zaragoza,0.0,2.0,A,0.0,2.0,A,1,12.0,13.0,3.0,4.0,8.0,19.0,7.0,3.0,1.0,3.0,0.0,0.0,12-13,17
2012-12-22,Betis,Mallorca,1.0,2.0,A,1.0,1.0,D,1,17.0,3.0,7.0,2.0,17.0,17.0,9.0,1.0,3.0,4.0,0.0,0.0,12-13,17
2012-12-22,Malaga,Real Madrid,3.0,2.0,H,0.0,0.0,D,1,11.0,18.0,6.0,5.0,9.0,12.0,6.0,7.0,1.0,4.0,0.0,0.0,12-13,17
2012-12-22,Osasuna,Granada,1.0,2.0,A,1.0,1.0,D,1,11.0,12.0,4.0,4.0,11.0,7.0,9.0,7.0,2.0,3.0,0.0,0.0,12-13,17
2012-12-22,Valladolid,Barcelona,1.0,3.0,A,0.0,1.0,A,1,5.0,11.0,2.0,5.0,15.0,4.0,2.0,4.0,4.0,1.0,0.0,0.0,12-13,17
2013-01-04,Zaragoza,Betis,1.0,2.0,A,0.0,1.0,A,1,10.0,9.0,1.0,6.0,19.0,12.0,6.0,2.0,5.0,5.0,1.0,0.0,12-13,18
2013-01-05,Levante,Ath Bilbao,3.0,1.0,H,2.0,1.0,H,1,11.0,11.0,6.0,5.0,15.0,12.0,9.0,4.0,3.0,3.0,0.0,1.0,12-13,18
2013-01-05,Granada,Valencia,1.0,2.0,A,0.0,0.0,D,1,3.0,28.0,2.0,7.0,16.0,10.0,1.0,11.0,3.0,3.0,1.0,0.0,12-13,18
2013-01-05,La Coruna,Malaga,1.0,0.0,H,0.0,0.0,D,1,12.0,9.0,4.0,3.0,24.0,16.0,3.0,7.0,4.0,3.0,0.0,0.0,12-13,18
2013-01-05,Sevilla,Osasuna,1.0,0.0,H,0.0,0.0,D,1,17.0,9.0,6.0,3.0,9.0,13.0,11.0,13.0,2.0,1.0,0.0,0.0,12-13,18
2013-01-06,Barcelona,Espanol,4.0,0.0,H,4.0,0.0,H,1,19.0,5.0,8.0,1.0,3.0,17.0,7.0,1.0,0.0,4.0,0.0,0.0,12-13,18
2013-01-06,Real Madrid,Sociedad,4.0,3.0,H,2.0,2.0,D,1,25.0,16.0,9.0,5.0,12.0,12.0,4.0,9.0,2.0,5.0,1.0,1.0,12-13,18
2013-01-06,Mallorca,Ath Madrid,1.0,1.0,D,0.0,0.0,D,1,6.0,15.0,2.0,6.0,15.0,14.0,2.0,11.0,1.0,3.0,0.0,0.0,12-13,18
2013-01-06,Celta,Valladolid,3.0,1.0,H,2.0,1.0,H,1,14.0,12.0,6.0,4.0,14.0,20.0,4.0,4.0,2.0,3.0,0.0,0.0,12-13,18
2013-01-07,Vallecano,Getafe,3.0,1.0,H,2.0,0.0,H,1,24.0,11.0,12.0,4.0,17.0,15.0,7.0,2.0,1.0,2.0,0.0,1.0,12-13,18
2013-01-11,Ath Bilbao,Vallecano,1.0,2.0,A,0.0,0.0,D,1,18.0,12.0,7.0,6.0,15.0,23.0,8.0,4.0,4.0,4.0,0.0,1.0,12-13,19
2013-01-12,Espanol,Celta,1.0,0.0,H,1.0,0.0,H,1,14.0,12.0,4.0,1.0,19.0,19.0,7.0,8.0,6.0,1.0,0.0,0.0,12-13,19
2013-01-12,Valladolid,Mallorca,3.0,1.0,H,1.0,1.0,D,1,14.0,12.0,8.0,4.0,14.0,9.0,7.0,5.0,2.0,4.0,0.0,0.0,12-13,19
2013-01-12,Valencia,Sevilla,2.0,0.0,H,0.0,0.0,D,1,17.0,6.0,4.0,1.0,21.0,14.0,6.0,1.0,3.0,2.0,0.0,0.0,12-13,19
2013-01-12,Osasuna,Real Madrid,0.0,0.0,D,0.0,0.0,D,1,13.0,9.0,2.0,1.0,15.0,13.0,7.0,6.0,4.0,2.0,0.0,1.0,12-13,19
2013-01-13,Ath Madrid,Zaragoza,2.0,0.0,H,2.0,0.0,H,1,14.0,4.0,5.0,1.0,12.0,16.0,10.0,4.0,1.0,3.0,0.0,0.0,12-13,19
2013-01-13,Betis,Levante,2.0,0.0,H,1.0,0.0,H,1,13.0,9.0,4.0,3.0,16.0,17.0,6.0,4.0,2.0,4.0,0.0,0.0,12-13,19
2013-01-13,Malaga,Barcelona,1.0,3.0,A,0.0,1.0,A,1,7.0,12.0,2.0,4.0,17.0,14.0,2.0,5.0,1.0,2.0,0.0,0.0,12-13,19
2013-01-13,Sociedad,La Coruna,1.0,1.0,D,1.0,1.0,D,1,11.0,20.0,2.0,7.0,10.0,14.0,8.0,4.0,3.0,3.0,0.0,1.0,12-13,19
2013-01-14,Getafe,Granada,2.0,2.0,D,2.0,1.0,H,1,9.0,11.0,5.0,3.0,18.0,13.0,1.0,7.0,4.0,2.0,0.0,0.0,12-13,19
2013-01-18,Espanol,Mallorca,3.0,2.0,H,1.0,2.0,A,1,18.0,11.0,7.0,3.0,18.0,17.0,8.0,2.0,4.0,1.0,0.0,1.0,12-13,20
2013-01-19,Granada,Vallecano,2.0,0.0,H,1.0,0.0,H,1,12.0,15.0,5.0,4.0,15.0,12.0,5.0,10.0,2.0,4.0,0.0,0.0,12-13,20
2013-01-19,Malaga,Celta,1.0,1.0,D,1.0,0.0,H,1,11.0,11.0,7.0,5.0,11.0,8.0,5.0,4.0,2.0,5.0,0.0,0.0,12-13,20
2013-01-19,Sociedad,Barcelona,3.0,2.0,H,1.0,2.0,A,1,14.0,8.0,6.0,3.0,14.0,15.0,3.0,6.0,3.0,2.0,0.0,1.0,12-13,20
2013-01-19,Getafe,Sevilla,1.0,1.0,D,1.0,1.0,D,1,8.0,13.0,3.0,3.0,9.0,10.0,3.0,8.0,4.0,2.0,0.0,0.0,12-13,20
2013-01-20,Ath Madrid,Levante,2.0,0.0,H,1.0,0.0,H,1,13.0,10.0,4.0,2.0,17.0,14.0,9.0,6.0,1.0,4.0,0.0,0.0,12-13,20
2013-01-20,Valencia,Real Madrid,0.0,5.0,A,0.0,5.0,A,1,20.0,13.0,4.0,7.0,22.0,13.0,9.0,5.0,3.0,4.0,0.0,0.0,12-13,20
2013-01-20,Valladolid,Zaragoza,2.0,0.0,H,1.0,0.0,H,1,13.0,12.0,6.0,2.0,13.0,15.0,5.0,6.0,1.0,3.0,0.0,0.0,12-13,20
2013-01-20,Osasuna,La Coruna,2.0,1.0,H,1.0,0.0,H,1,8.0,17.0,4.0,5.0,17.0,19.0,8.0,6.0,5.0,1.0,0.0,0.0,12-13,20
2013-01-21,Betis,Ath Bilbao,1.0,1.0,D,1.0,1.0,D,1,10.0,16.0,2.0,5.0,14.0,12.0,5.0,8.0,4.0,3.0,0.0,0.0,12-13,20
2013-01-26,Zaragoza,Espanol,0.0,0.0,D,0.0,0.0,D,1,14.0,5.0,4.0,2.0,16.0,17.0,5.0,5.0,1.0,3.0,1.0,1.0,12-13,21
2013-01-26,Levante,Valladolid,2.0,1.0,H,1.0,1.0,D,1,16.0,11.0,7.0,5.0,12.0,10.0,3.0,5.0,3.0,1.0,0.0,0.0,12-13,21
2013-01-26,Celta,Sociedad,1.0,1.0,D,1.0,0.0,H,1,11.0,17.0,4.0,4.0,15.0,8.0,5.0,8.0,4.0,3.0,1.0,0.0,12-13,21
2013-01-26,La Coruna,Valencia,2.0,3.0,A,2.0,1.0,H,1,11.0,22.0,7.0,12.0,17.0,10.0,8.0,13.0,2.0,2.0,2.0,0.0,12-13,21
2013-01-27,Vallecano,Betis,3.0,0.0,H,1.0,0.0,H,1,10.0,13.0,6.0,5.0,20.0,17.0,8.0,5.0,5.0,4.0,0.0,0.0,12-13,21
2013-01-27,Real Madrid,Getafe,4.0,0.0,H,0.0,0.0,D,1,22.0,6.0,13.0,3.0,8.0,17.0,11.0,3.0,2.0,6.0,0.0,0.0,12-13,21
2013-01-27,Mallorca,Malaga,2.0,3.0,A,1.0,2.0,A,1,23.0,5.0,3.0,3.0,13.0,16.0,13.0,3.0,3.0,3.0,0.0,1.0,12-13,21
2013-01-27,Ath Bilbao,Ath Madrid,3.0,0.0,H,0.0,0.0,D,1,22.0,17.0,10.0,6.0,9.0,14.0,8.0,9.0,1.0,4.0,0.0,0.0,12-13,21
2013-01-27,Barcelona,Osasuna,5.0,1.0,H,3.0,1.0,H,1,19.0,3.0,9.0,1.0,11.0,9.0,8.0,2.0,1.0,1.0,0.0,1.0,12-13,21
2013-01-28,Sevilla,Granada,3.0,0.0,H,1.0,0.0,H,1,23.0,7.0,9.0,3.0,11.0,18.0,6.0,4.0,2.0,4.0,0.0,0.0,12-13,21
2013-02-01,Valladolid,Ath Bilbao,2.0,2.0,D,2.0,1.0,H,1,10.0,18.0,3.0,9.0,8.0,10.0,7.0,7.0,1.0,2.0,0.0,0.0,12-13,22
2013-02-02,Getafe,La Coruna,3.0,1.0,H,1.0,1.0,D,1,12.0,13.0,4.0,3.0,19.0,17.0,5.0,5.0,4.0,5.0,1.0,1.0,12-13,22
2013-02-02,Granada,Real Madrid,1.0,0.0,H,1.0,0.0,H,1,4.0,17.0,0.0,4.0,19.0,7.0,4.0,8.0,2.0,3.0,0.0,0.0,12-13,22
2013-02-02,Osasuna,Celta,1.0,0.0,H,0.0,0.0,D,1,17.0,12.0,4.0,2.0,9.0,16.0,12.0,9.0,2.0,3.0,0.0,0.0,12-13,22
2013-02-02,Espanol,Levante,3.0,2.0,H,1.0,0.0,H,1,13.0,12.0,5.0,4.0,12.0,15.0,9.0,6.0,1.0,2.0,0.0,0.0,12-13,22
2013-02-03,Sevilla,Vallecano,2.0,1.0,H,1.0,0.0,H,1,16.0,10.0,5.0,4.0,19.0,18.0,12.0,4.0,3.0,4.0,1.0,0.0,12-13,22
2013-02-03,Valencia,Barcelona,1.0,1.0,D,1.0,1.0,D,1,17.0,10.0,5.0,2.0,20.0,13.0,6.0,5.0,3.0,1.0,0.0,0.0,12-13,22
2013-02-03,Ath Madrid,Betis,1.0,0.0,H,0.0,0.0,D,1,14.0,5.0,6.0,2.0,17.0,14.0,9.0,4.0,3.0,4.0,0.0,0.0,12-13,22
