Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,division,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,season,jornada
2009-05-31,Sp Gijon,Recreativo,2.0,1.0,H,0.0,1.0,A,1,22.0,4.0,9.0,2.0,29.0,14.0,7.0,0.0,3.0,2.0,0.0,0.0,08-09,38
2009-05-31,Numancia,Sevilla,0.0,2.0,A,0.0,0.0,D,1,9.0,23.0,2.0,7.0,14.0,12.0,5.0,8.0,3.0,1.0,0.0,0.0,08-09,38
2009-05-31,Espanol,Malaga,3.0,0.0,H,2.0,0.0,H,1,13.0,12.0,8.0,1.0,14.0,10.0,9.0,3.0,1.0,2.0,0.0,1.0,08-09,38
2009-05-31,Betis,Valladolid,1.0,1.0,D,0.0,1.0,A,1,19.0,9.0,8.0,2.0,9.0,9.0,9.0,4.0,0.0,3.0,0.0,0.0,08-09,38
2009-08-29,Zaragoza,Tenerife,1.0,0.0,H,0.0,0.0,D,1,17.0,16.0,8.0,2.0,16.0,17.0,7.0,8.0,1.0,4.0,0.0,0.0,09-10,1
2009-08-29,Real Madrid,La Coruna,3.0,2.0,H,2.0,1.0,H,1,28.0,9.0,11.0,3.0,18.0,12.0,10.0,3.0,2.0,2.0,0.0,0.0,09-10,1
2009-08-30,Ath Bilbao,Espanol,1.0,0.0,H,0.0,0.0,D,1,14.0,8.0,4.0,1.0,11.0,18.0,6.0,3.0,2.0,6.0,0.0,0.0,09-10,1
2009-08-30,Almeria,Valladolid,0.0,0.0,D,0.0,0.0,D,1,20.0,7.0,5.0,1.0,9.0,11.0,12.0,2.0,2.0,2.0,0.0,1.0,09-10,1
2009-08-30,Osasuna,Villarreal,1.0,1.0,D,1.0,1.0,D,1,7.0,11.0,2.0,7.0,18.0,14.0,4.0,14.0,2.0,2.0,0.0,0.0,09-10,1
2009-08-30,Valencia,Sevilla,2.0,0.0,H,0.0,0.0,D,1,8.0,3.0,6.0,1.0,20.0,14.0,7.0,0.0,1.0,2.0,0.0,1.0,09-10,1
2009-08-30,Santander,Getafe,1.0,4.0,A,1.0,3.0,A,1,4.0,9.0,3.0,6.0,14.0,10.0,4.0,5.0,2.0,3.0,0.0,0.0,09-10,1
2009-08-30,Malaga,Ath Madrid,3.0,0.0,H,1.0,0.0,H,1,8.0,16.0,4.0,3.0,16.0,8.0,4.0,5.0,4.0,4.0,0.0,0.0,09-10,1
2009-08-30,Mallorca,Xerez,2.0,0.0,H,0.0,0.0,D,1,10.0,7.0,3.0,3.0,14.0,13.0,6.0,6.0,3.0,1.0,0.0,2.0,09-10,1
2009-08-31,Barcelona,Sp Gijon,3.0,0.0,H,2.0,0.0,H,1,20.0,9.0,9.0,5.0,10.0,12.0,9.0,7.0,0.0,2.0,0.0,0.0,09-10,1
2009-09-12,Sevilla,Zaragoza,4.0,1.0,H,2.0,1.0,H,1,19.0,10.0,8.0,2.0,24.0,20.0,5.0,2.0,3.0,3.0,0.0,0.0,09-10,2
2009-09-12,Getafe,Barcelona,0.0,2.0,A,0.0,0.0,D,1,19.0,14.0,3.0,9.0,15.0,19.0,2.0,5.0,3.0,0.0,0.0,0.0,09-10,2
2009-09-12,Ath Madrid,Santander,1.0,1.0,D,1.0,1.0,D,1,23.0,8.0,10.0,3.0,13.0,20.0,7.0,2.0,1.0,2.0,0.0,1.0,09-10,2
2009-09-12,Espanol,Real Madrid,0.0,3.0,A,0.0,1.0,A,1,12.0,17.0,3.0,6.0,17.0,17.0,4.0,6.0,2.0,2.0,0.0,0.0,09-10,2
2009-09-13,Valladolid,Valencia,2.0,4.0,A,1.0,3.0,A,1,14.0,15.0,9.0,6.0,10.0,15.0,2.0,3.0,1.0,2.0,0.0,0.0,09-10,2
2009-09-13,Villarreal,Mallorca,1.0,1.0,D,0.0,0.0,D,1,15.0,8.0,5.0,4.0,15.0,24.0,5.0,3.0,1.0,2.0,0.0,0.0,09-10,2
2009-09-13,Xerez,Ath Bilbao,0.0,1.0,A,0.0,1.0,A,1,17.0,15.0,4.0,5.0,14.0,17.0,7.0,3.0,4.0,3.0,1.0,0.0,09-10,2
2009-09-13,Tenerife,Osasuna,2.0,1.0,H,0.0,0.0,D,1,16.0,7.0,5.0,3.0,17.0,16.0,5.0,6.0,1.0,3.0,0.0,2.0,09-10,2
2009-09-13,Sp Gijon,Almeria,1.0,0.0,H,1.0,0.0,H,1,16.0,7.0,4.0,0.0,20.0,20.0,2.0,3.0,3.0,4.0,0.0,0.0,09-10,2
2009-09-13,La Coruna,Malaga,1.0,0.0,H,0.0,0.0,D,1,15.0,11.0,4.0,2.0,16.0,10.0,4.0,4.0,2.0,5.0,0.0,0.0,09-10,2
2009-09-19,Osasuna,Sevilla,0.0,2.0,A,0.0,1.0,A,1,11.0,10.0,3.0,4.0,13.0,18.0,9.0,9.0,4.0,4.0,1.0,0.0,09-10,3
2009-09-19,La Coruna,Espanol,2.0,3.0,A,1.0,2.0,A,1,9.0,11.0,4.0,6.0,11.0,16.0,4.0,5.0,1.0,3.0,0.0,0.0,09-10,3
2009-09-19,Barcelona,Ath Madrid,5.0,2.0,H,4.0,1.0,H,1,8.0,14.0,6.0,4.0,8.0,17.0,7.0,8.0,1.0,3.0,0.0,0.0,09-10,3
2009-09-19,Malaga,Santander,1.0,2.0,A,0.0,1.0,A,1,20.0,7.0,6.0,3.0,17.0,25.0,6.0,0.0,3.0,5.0,0.0,0.0,09-10,3
2009-09-19,Mallorca,Tenerife,4.0,0.0,H,1.0,0.0,H,1,16.0,10.0,9.0,2.0,19.0,15.0,3.0,5.0,1.0,2.0,0.0,2.0,09-10,3
2009-09-20,Almeria,Getafe,1.0,0.0,H,0.0,0.0,D,1,11.0,23.0,3.0,11.0,19.0,13.0,4.0,12.0,4.0,3.0,0.0,0.0,09-10,3
2009-09-20,Ath Bilbao,Villarreal,3.0,2.0,H,2.0,0.0,H,1,20.0,11.0,9.0,6.0,21.0,19.0,8.0,3.0,2.0,5.0,0.0,0.0,09-10,3
2009-09-20,Real Madrid,Xerez,5.0,0.0,H,1.0,0.0,H,1,23.0,11.0,13.0,3.0,13.0,11.0,7.0,7.0,0.0,1.0,0.0,0.0,09-10,3
2009-09-20,Valencia,Sp Gijon,2.0,2.0,D,1.0,1.0,D,1,25.0,6.0,10.0,5.0,21.0,11.0,8.0,1.0,4.0,2.0,0.0,1.0,09-10,3
2009-09-20,Zaragoza,Valladolid,1.0,2.0,A,1.0,1.0,D,1,18.0,9.0,5.0,4.0,14.0,18.0,11.0,2.0,0.0,2.0,0.0,0.0,09-10,3
2009-09-22,Santander,Barcelona,1.0,4.0,A,0.0,3.0,A,1,4.0,20.0,2.0,6.0,10.0,10.0,2.0,3.0,4.0,1.0,0.0,0.0,09-10,4
2009-09-22,Sevilla,Mallorca,2.0,0.0,H,2.0,0.0,H,1,10.0,8.0,6.0,4.0,24.0,21.0,4.0,5.0,1.0,1.0,0.0,0.0,09-10,4
2009-09-23,Ath Madrid,Almeria,2.0,2.0,D,1.0,1.0,D,1,24.0,12.0,9.0,7.0,24.0,13.0,7.0,7.0,3.0,2.0,0.0,0.0,09-10,4
2009-09-23,Espanol,Malaga,2.0,1.0,H,0.0,1.0,A,1,12.0,15.0,5.0,9.0,14.0,13.0,11.0,7.0,2.0,4.0,0.0,0.0,09-10,4
2009-09-23,Getafe,Valencia,3.0,1.0,H,2.0,1.0,H,1,16.0,8.0,6.0,2.0,4.0,16.0,4.0,10.0,2.0,4.0,0.0,0.0,09-10,4
2009-09-23,Valladolid,Osasuna,1.0,2.0,A,0.0,1.0,A,1,10.0,10.0,1.0,3.0,23.0,15.0,4.0,3.0,3.0,3.0,2.0,0.0,09-10,4
2009-09-23,Villarreal,Real Madrid,0.0,2.0,A,0.0,1.0,A,1,10.0,17.0,4.0,6.0,23.0,20.0,4.0,5.0,2.0,3.0,1.0,0.0,09-10,4
2009-09-23,Xerez,La Coruna,0.0,3.0,A,0.0,1.0,A,1,10.0,13.0,3.0,3.0,10.0,16.0,5.0,8.0,1.0,1.0,0.0,0.0,09-10,4
2009-09-23,Tenerife,Ath Bilbao,1.0,0.0,H,0.0,0.0,D,1,21.0,5.0,8.0,3.0,24.0,21.0,8.0,2.0,3.0,6.0,0.0,0.0,09-10,4
2009-09-24,Sp Gijon,Zaragoza,1.0,1.0,D,1.0,0.0,H,1,13.0,13.0,5.0,5.0,12.0,19.0,5.0,8.0,2.0,2.0,0.0,0.0,09-10,4
2009-09-26,Ath Bilbao,Sevilla,0.0,4.0,A,0.0,3.0,A,1,13.0,16.0,3.0,8.0,21.0,13.0,4.0,3.0,2.0,2.0,1.0,0.0,09-10,5
2009-09-26,Real Madrid,Tenerife,3.0,0.0,H,0.0,0.0,D,1,18.0,20.0,7.0,7.0,15.0,22.0,5.0,8.0,1.0,5.0,0.0,0.0,09-10,5
2009-09-26,Valencia,Ath Madrid,2.0,2.0,D,2.0,1.0,H,1,15.0,15.0,7.0,3.0,15.0,10.0,13.0,5.0,2.0,1.0,0.0,0.0,09-10,5
2009-09-26,Malaga,Barcelona,0.0,2.0,A,0.0,1.0,A,1,3.0,11.0,0.0,6.0,16.0,17.0,3.0,1.0,3.0,3.0,1.0,0.0,09-10,5
2009-09-27,Zaragoza,Getafe,3.0,0.0,H,2.0,0.0,H,1,19.0,12.0,10.0,4.0,15.0,8.0,5.0,3.0,2.0,2.0,0.0,0.0,09-10,5
2009-09-27,Mallorca,Valladolid,3.0,0.0,H,1.0,0.0,H,1,13.0,6.0,8.0,0.0,17.0,19.0,9.0,5.0,0.0,0.0,0.0,0.0,09-10,5
2009-09-27,La Coruna,Villarreal,1.0,0.0,H,1.0,0.0,H,1,12.0,13.0,7.0,7.0,23.0,17.0,3.0,9.0,1.0,3.0,0.0,0.0,09-10,5
2009-09-27,Espanol,Xerez,0.0,0.0,D,0.0,0.0,D,1,16.0,4.0,3.0,1.0,12.0,10.0,10.0,2.0,1.0,1.0,0.0,0.0,09-10,5
2009-09-27,Almeria,Santander,2.0,2.0,D,1.0,0.0,H,1,13.0,13.0,4.0,6.0,14.0,19.0,7.0,4.0,3.0,2.0,0.0,0.0,09-10,5
2009-09-27,Osasuna,Sp Gijon,1.0,0.0,H,0.0,0.0,D,1,12.0,9.0,2.0,0.0,14.0,18.0,5.0,1.0,1.0,3.0,0.0,0.0,09-10,5
2009-10-03,Barcelona,Almeria,1.0,0.0,H,1.0,0.0,H,1,17.0,0.0,7.0,0.0,18.0,14.0,10.0,3.0,3.0,3.0,0.0,0.0,09-10,6
2009-10-03,Ath Madrid,Zaragoza,2.0,1.0,H,1.0,0.0,H,1,16.0,14.0,6.0,4.0,17.0,14.0,6.0,12.0,6.0,3.0,0.0,0.0,09-10,6
2009-10-03,Tenerife,La Coruna,0.0,1.0,A,0.0,0.0,D,1,17.0,11.0,4.0,5.0,20.0,13.0,6.0,9.0,2.0,1.0,0.0,0.0,09-10,6
2009-10-04,Santander,Valencia,0.0,1.0,A,0.0,0.0,D,1,18.0,7.0,6.0,2.0,21.0,20.0,6.0,1.0,1.0,3.0,0.0,0.0,09-10,6
2009-10-04,Sevilla,Real Madrid,2.0,1.0,H,1.0,0.0,H,1,24.0,17.0,10.0,3.0,20.0,9.0,14.0,6.0,4.0,3.0,0.0,0.0,09-10,6
2009-10-04,Sp Gijon,Mallorca,4.0,1.0,H,0.0,1.0,A,1,19.0,8.0,8.0,2.0,9.0,14.0,3.0,4.0,2.0,1.0,0.0,0.0,09-10,6
2009-10-04,Valladolid,Ath Bilbao,2.0,2.0,D,0.0,1.0,A,1,19.0,9.0,4.0,3.0,15.0,9.0,14.0,5.0,3.0,4.0,2.0,1.0,09-10,6
2009-10-04,Villarreal,Espanol,0.0,0.0,D,0.0,0.0,D,1,15.0,5.0,6.0,0.0,13.0,23.0,14.0,1.0,3.0,3.0,0.0,1.0,09-10,6
2009-10-04,Getafe,Osasuna,2.0,1.0,H,0.0,0.0,D,1,14.0,13.0,7.0,2.0,16.0,19.0,5.0,5.0,2.0,2.0,0.0,0.0,09-10,6
2009-10-04,Xerez,Malaga,1.0,1.0,D,0.0,0.0,D,1,6.0,18.0,3.0,4.0,14.0,22.0,4.0,8.0,3.0,2.0,0.0,1.0,09-10,6
2009-10-17,La Coruna,Sevilla,1.0,0.0,H,1.0,0.0,H,1,9.0,10.0,2.0,1.0,10.0,19.0,3.0,5.0,0.0,1.0,0.0,0.0,09-10,7
2009-10-17,Valencia,Barcelona,0.0,0.0,D,0.0,0.0,D,1,13.0,12.0,4.0,3.0,15.0,11.0,5.0,6.0,4.0,2.0,0.0,0.0,09-10,7
2009-10-17,Real Madrid,Valladolid,4.0,2.0,H,3.0,1.0,H,1,19.0,19.0,6.0,8.0,11.0,16.0,6.0,12.0,2.0,2.0,0.0,0.0,09-10,7
2009-10-18,Osasuna,Ath Madrid,3.0,0.0,H,3.0,0.0,H,1,14.0,20.0,6.0,5.0,19.0,18.0,8.0,7.0,1.0,3.0,0.0,0.0,09-10,7
2009-10-18,Espanol,Tenerife,2.0,1.0,H,1.0,1.0,D,1,15.0,8.0,7.0,4.0,11.0,14.0,5.0,2.0,2.0,4.0,0.0,0.0,09-10,7
2009-10-18,Xerez,Villarreal,2.0,1.0,H,1.0,1.0,D,1,11.0,13.0,3.0,6.0,16.0,14.0,3.0,4.0,2.0,3.0,0.0,1.0,09-10,7
2009-10-18,Zaragoza,Santander,2.0,2.0,D,2.0,0.0,H,1,17.0,14.0,4.0,3.0,11.0,13.0,6.0,7.0,2.0,3.0,1.0,0.0,09-10,7
2009-10-18,Mallorca,Getafe,3.0,1.0,H,1.0,0.0,H,1,14.0,14.0,8.0,4.0,26.0,24.0,7.0,5.0,3.0,3.0,0.0,0.0,09-10,7
2009-10-18,Ath Bilbao,Sp Gijon,1.0,2.0,A,0.0,0.0,D,1,17.0,9.0,2.0,3.0,16.0,21.0,5.0,3.0,4.0,3.0,0.0,0.0,09-10,7
2009-10-18,Malaga,Almeria,1.0,2.0,A,0.0,2.0,A,1,16.0,18.0,5.0,7.0,23.0,18.0,6.0,3.0,4.0,3.0,0.0,0.0,09-10,7
2009-10-24,Sp Gijon,Real Madrid,0.0,0.0,D,0.0,0.0,D,1,10.0,13.0,2.0,5.0,20.0,10.0,3.0,7.0,2.0,4.0,0.0,0.0,09-10,8
2009-10-24,Sevilla,Espanol,0.0,0.0,D,0.0,0.0,D,1,28.0,8.0,8.0,1.0,13.0,19.0,11.0,0.0,2.0,5.0,0.0,1.0,09-10,8
2009-10-24,Ath Madrid,Mallorca,1.0,1.0,D,0.0,0.0,D,1,25.0,8.0,6.0,2.0,15.0,25.0,11.0,3.0,0.0,3.0,0.0,2.0,09-10,8
2009-10-25,Getafe,Ath Bilbao,2.0,0.0,H,0.0,0.0,D,1,21.0,9.0,10.0,4.0,17.0,15.0,13.0,2.0,2.0,2.0,0.0,2.0,09-10,8
2009-10-25,Barcelona,Zaragoza,6.0,1.0,H,3.0,0.0,H,1,17.0,7.0,13.0,5.0,9.0,14.0,6.0,1.0,0.0,2.0,0.0,0.0,09-10,8
2009-10-25,Villarreal,Malaga,2.0,1.0,H,1.0,1.0,D,1,17.0,9.0,6.0,2.0,14.0,10.0,3.0,6.0,3.0,3.0,0.0,0.0,09-10,8
2009-10-25,Valladolid,La Coruna,4.0,0.0,H,1.0,0.0,H,1,19.0,11.0,8.0,3.0,14.0,10.0,4.0,5.0,3.0,1.0,0.0,0.0,09-10,8
2009-10-25,Tenerife,Xerez,1.0,0.0,H,0.0,0.0,D,1,22.0,7.0,4.0,1.0,12.0,11.0,10.0,3.0,1.0,1.0,0.0,0.0,09-10,8
2009-10-25,Almeria,Valencia,0.0,3.0,A,0.0,0.0,D,1,9.0,18.0,2.0,7.0,24.0,18.0,4.0,6.0,3.0,4.0,1.0,0.0,09-10,8
2009-10-25,Santander,Osasuna,1.0,1.0,D,0.0,0.0,D,1,12.0,5.0,4.0,2.0,21.0,20.0,6.0,5.0,1.0,5.0,0.0,0.0,09-10,8
2009-10-31,Osasuna,Barcelona,1.0,1.0,D,0.0,0.0,D,1,9.0,16.0,3.0,7.0,15.0,10.0,4.0,7.0,1.0,3.0,0.0,0.0,09-10,9
2009-10-31,Ath Bilbao,Ath Madrid,1.0,0.0,H,1.0,0.0,H,1,17.0,16.0,6.0,6.0,13.0,16.0,5.0,5.0,1.0,2.0,0.0,0.0,09-10,9
2009-10-31,Xerez,Sevilla,0.0,2.0,A,0.0,1.0,A,1,8.0,16.0,2.0,7.0,23.0,18.0,5.0,9.0,4.0,3.0,0.0,0.0,09-10,9
2009-10-31,Real Madrid,Getafe,2.0,0.0,H,0.0,0.0,D,1,23.0,17.0,8.0,7.0,9.0,11.0,2.0,5.0,2.0,1.0,1.0,0.0,09-10,9
2009-11-01,Mallorca,Santander,1.0,0.0,H,1.0,0.0,H,1,17.0,10.0,6.0,3.0,17.0,19.0,4.0,1.0,1.0,1.0,0.0,0.0,09-10,9
2009-11-01,La Coruna,Sp Gijon,1.0,1.0,D,1.0,0.0,H,1,14.0,13.0,4.0,5.0,14.0,10.0,10.0,3.0,2.0,3.0,0.0,0.0,09-10,9
2009-11-01,Malaga,Valencia,0.0,1.0,A,0.0,0.0,D,1,16.0,20.0,5.0,6.0,12.0,18.0,5.0,9.0,3.0,2.0,0.0,0.0,09-10,9
2009-11-01,Villarreal,Tenerife,5.0,0.0,H,1.0,0.0,H,1,11.0,13.0,5.0,2.0,19.0,19.0,4.0,4.0,1.0,0.0,0.0,0.0,09-10,9
2009-11-01,Zaragoza,Almeria,2.0,1.0,H,2.0,1.0,H,1,21.0,12.0,6.0,4.0,26.0,29.0,8.0,1.0,5.0,5.0,0.0,0.0,09-10,9
2009-11-01,Espanol,Valladolid,1.0,1.0,D,0.0,0.0,D,1,10.0,15.0,4.0,1.0,18.0,15.0,9.0,1.0,4.0,4.0,0.0,0.0,09-10,9
2009-11-07,Tenerife,Malaga,2.0,2.0,D,2.0,1.0,H,1,10.0,17.0,4.0,7.0,21.0,13.0,4.0,4.0,4.0,5.0,0.0,0.0,09-10,10
2009-11-07,Barcelona,Mallorca,4.0,2.0,H,3.0,1.0,H,1,18.0,10.0,10.0,5.0,18.0,22.0,2.0,4.0,1.0,2.0,0.0,0.0,09-10,10
2009-11-07,Ath Madrid,Real Madrid,2.0,3.0,A,0.0,2.0,A,1,18.0,15.0,8.0,6.0,16.0,18.0,7.0,4.0,3.0,4.0,0.0,1.0,09-10,10
2009-11-07,Getafe,La Coruna,0.0,2.0,A,0.0,1.0,A,1,22.0,8.0,3.0,3.0,18.0,12.0,14.0,3.0,4.0,1.0,0.0,2.0,09-10,10
2009-11-08,Santander,Ath Bilbao,0.0,2.0,A,0.0,1.0,A,1,11.0,10.0,5.0,5.0,23.0,18.0,7.0,6.0,4.0,2.0,0.0,0.0,09-10,10
2009-11-08,Sevilla,Villarreal,3.0,2.0,H,1.0,1.0,D,1,15.0,5.0,6.0,3.0,17.0,16.0,11.0,6.0,2.0,2.0,0.0,0.0,09-10,10
2009-11-08,Sp Gijon,Espanol,1.0,0.0,H,1.0,0.0,H,1,14.0,11.0,3.0,2.0,15.0,17.0,5.0,5.0,3.0,3.0,0.0,0.0,09-10,10
2009-11-08,Almeria,Osasuna,2.0,0.0,H,1.0,0.0,H,1,10.0,10.0,3.0,1.0,18.0,17.0,11.0,4.0,2.0,2.0,0.0,0.0,09-10,10
2009-11-08,Valencia,Zaragoza,3.0,1.0,H,3.0,0.0,H,1,10.0,13.0,7.0,4.0,17.0,17.0,6.0,6.0,2.0,5.0,0.0,0.0,09-10,10
2009-11-08,Valladolid,Xerez,0.0,0.0,D,0.0,0.0,D,1,13.0,4.0,3.0,2.0,8.0,16.0,12.0,3.0,0.0,3.0,0.0,1.0,09-10,10
2009-11-21,Ath Bilbao,Barcelona,1.0,1.0,D,0.0,0.0,D,1,8.0,13.0,1.0,3.0,17.0,15.0,5.0,7.0,1.0,1.0,0.0,0.0,09-10,11
2009-11-21,La Coruna,Ath Madrid,2.0,1.0,H,1.0,1.0,D,1,22.0,14.0,11.0,5.0,13.0,25.0,9.0,3.0,3.0,3.0,0.0,1.0,09-10,11
2009-11-21,Real Madrid,Santander,1.0,0.0,H,1.0,0.0,H,1,20.0,8.0,9.0,0.0,11.0,20.0,7.0,0.0,2.0,3.0,0.0,0.0,09-10,11
2009-11-21,Tenerife,Sevilla,1.0,2.0,A,0.0,1.0,A,1,11.0,11.0,1.0,3.0,9.0,15.0,6.0,4.0,4.0,3.0,0.0,0.0,09-10,11
2009-11-22,Espanol,Getafe,0.0,2.0,A,0.0,0.0,D,1,14.0,11.0,3.0,4.0,13.0,15.0,7.0,3.0,2.0,4.0,0.0,0.0,09-10,11
2009-11-22,Malaga,Zaragoza,1.0,1.0,D,0.0,0.0,D,1,15.0,7.0,4.0,1.0,22.0,22.0,6.0,4.0,5.0,3.0,1.0,1.0,09-10,11
2009-11-22,Mallorca,Almeria,3.0,1.0,H,0.0,0.0,D,1,11.0,20.0,5.0,10.0,13.0,16.0,9.0,10.0,4.0,3.0,0.0,0.0,09-10,11
2009-11-22,Osasuna,Valencia,1.0,3.0,A,0.0,2.0,A,1,8.0,15.0,2.0,3.0,18.0,19.0,4.0,5.0,3.0,2.0,2.0,0.0,09-10,11
2009-11-22,Villarreal,Valladolid,3.0,1.0,H,1.0,0.0,H,1,13.0,13.0,6.0,5.0,8.0,20.0,7.0,6.0,1.0,2.0,0.0,0.0,09-10,11
2009-11-22,Xerez,Sp Gijon,0.0,0.0,D,0.0,0.0,D,1,10.0,5.0,3.0,2.0,10.0,11.0,12.0,1.0,2.0,2.0,0.0,0.0,09-10,11
2009-11-28,Sevilla,Malaga,2.0,2.0,D,0.0,2.0,A,1,13.0,9.0,6.0,4.0,20.0,31.0,5.0,4.0,4.0,4.0,0.0,1.0,09-10,12
2009-11-28,Sp Gijon,Villarreal,1.0,0.0,H,0.0,0.0,D,1,12.0,6.0,5.0,2.0,17.0,13.0,8.0,0.0,1.0,4.0,0.0,1.0,09-10,12
2009-11-28,Valencia,Mallorca,1.0,1.0,D,0.0,0.0,D,1,17.0,9.0,6.0,2.0,11.0,15.0,11.0,2.0,4.0,4.0,0.0,0.0,09-10,12
2009-11-29,Almeria,Ath Bilbao,1.0,4.0,A,0.0,2.0,A,1,13.0,17.0,5.0,7.0,28.0,13.0,6.0,3.0,3.0,4.0,0.0,0.0,09-10,12
2009-11-29,Ath Madrid,Espanol,4.0,0.0,H,1.0,0.0,H,1,17.0,5.0,6.0,1.0,20.0,17.0,8.0,4.0,2.0,2.0,0.0,1.0,09-10,12
2009-11-29,Barcelona,Real Madrid,1.0,0.0,H,0.0,0.0,D,1,9.0,16.0,4.0,2.0,17.0,25.0,6.0,6.0,0.0,4.0,1.0,1.0,09-10,12
2009-11-29,Getafe,Xerez,5.0,1.0,H,2.0,1.0,H,1,16.0,7.0,6.0,2.0,8.0,17.0,7.0,3.0,0.0,3.0,0.0,1.0,09-10,12
2009-11-29,Valladolid,Tenerife,3.0,3.0,D,2.0,0.0,H,1,16.0,13.0,8.0,5.0,14.0,16.0,8.0,8.0,2.0,2.0,0.0,1.0,09-10,12
2009-11-29,Zaragoza,Osasuna,0.0,1.0,A,0.0,1.0,A,1,21.0,9.0,2.0,4.0,21.0,18.0,6.0,7.0,6.0,2.0,0.0,0.0,09-10,12
2009-11-29,Santander,La Coruna,0.0,1.0,A,0.0,0.0,D,1,13.0,11.0,3.0,6.0,18.0,12.0,5.0,3.0,3.0,3.0,0.0,0.0,09-10,12
2009-12-02,Xerez,Barcelona,0.0,2.0,A,0.0,0.0,D,1,7.0,14.0,4.0,3.0,13.0,16.0,3.0,9.0,1.0,0.0,0.0,0.0,09-10,13
2009-12-05,La Coruna,Barcelona,1.0,3.0,A,1.0,1.0,D,1,4.0,19.0,1.0,9.0,9.0,13.0,1.0,9.0,1.0,2.0,0.0,0.0,09-10,13
2009-12-05,Real Madrid,Almeria,4.0,2.0,H,1.0,0.0,H,1,37.0,9.0,14.0,4.0,15.0,16.0,8.0,3.0,0.0,4.0,1.0,0.0,09-10,13
2009-12-05,Sevilla,Valladolid,1.0,1.0,D,1.0,1.0,D,1,17.0,9.0,4.0,2.0,16.0,22.0,4.0,4.0,4.0,4.0,0.0,1.0,09-10,13
2009-12-05,Xerez,Ath Madrid,0.0,2.0,A,0.0,1.0,A,1,11.0,9.0,4.0,6.0,17.0,18.0,8.0,7.0,1.0,1.0,1.0,1.0,09-10,14
2009-12-06,Tenerife,Sp Gijon,2.0,1.0,H,0.0,1.0,A,1,13.0,4.0,6.0,1.0,9.0,10.0,6.0,3.0,1.0,3.0,0.0,0.0,09-10,13
2009-12-06,Villarreal,Getafe,3.0,2.0,H,1.0,1.0,D,1,11.0,5.0,6.0,3.0,17.0,19.0,7.0,0.0,3.0,4.0,2.0,0.0,09-10,13
2009-12-06,Malaga,Osasuna,1.0,1.0,D,0.0,0.0,D,1,16.0,7.0,2.0,3.0,23.0,18.0,6.0,5.0,2.0,2.0,0.0,0.0,09-10,13
2009-12-06,Espanol,Santander,0.0,4.0,A,0.0,0.0,D,1,10.0,15.0,1.0,5.0,19.0,21.0,4.0,7.0,2.0,4.0,0.0,0.0,09-10,13
2009-12-06,Ath Bilbao,Valencia,1.0,2.0,A,0.0,0.0,D,1,9.0,8.0,4.0,3.0,18.0,18.0,2.0,5.0,2.0,4.0,1.0,0.0,09-10,13
2009-12-06,Mallorca,Zaragoza,4.0,1.0,H,1.0,0.0,H,1,14.0,9.0,7.0,5.0,16.0,14.0,4.0,7.0,3.0,3.0,0.0,0.0,09-10,13
2009-12-12,Zaragoza,Ath Bilbao,1.0,2.0,A,0.0,0.0,D,1,15.0,9.0,2.0,4.0,21.0,18.0,6.0,2.0,3.0,6.0,0.0,0.0,09-10,14
2009-12-12,Valencia,Real Madrid,2.0,3.0,A,0.0,0.0,D,1,12.0,14.0,5.0,6.0,19.0,15.0,7.0,2.0,4.0,2.0,0.0,0.0,09-10,14
2009-12-12,Barcelona,Espanol,1.0,0.0,H,1.0,0.0,H,1,15.0,7.0,3.0,2.0,15.0,20.0,10.0,2.0,3.0,3.0,0.0,0.0,09-10,15
2009-12-13,Osasuna,Mallorca,0.0,1.0,A,0.0,0.0,D,1,8.0,10.0,2.0,2.0,18.0,22.0,5.0,6.0,2.0,3.0,0.0,0.0,09-10,14
2009-12-13,Getafe,Tenerife,2.0,1.0,H,1.0,0.0,H,1,13.0,11.0,5.0,1.0,18.0,13.0,10.0,1.0,1.0,1.0,0.0,0.0,09-10,14
2009-12-13,Ath Madrid,Villarreal,1.0,2.0,A,1.0,0.0,H,1,8.0,22.0,1.0,11.0,22.0,4.0,5.0,3.0,2.0,0.0,0.0,0.0,09-10,14
2009-12-13,Almeria,La Coruna,1.0,1.0,D,0.0,0.0,D,1,15.0,17.0,4.0,4.0,17.0,12.0,8.0,6.0,1.0,0.0,0.0,0.0,09-10,14
2009-12-13,Santander,Xerez,3.0,2.0,H,1.0,1.0,D,1,14.0,14.0,7.0,4.0,20.0,11.0,6.0,6.0,3.0,3.0,0.0,0.0,09-10,14
2009-12-13,Valladolid,Malaga,1.0,1.0,D,0.0,1.0,A,1,22.0,10.0,4.0,1.0,17.0,21.0,7.0,4.0,3.0,3.0,0.0,0.0,09-10,14
2009-12-13,Sp Gijon,Sevilla,0.0,1.0,A,0.0,1.0,A,1,12.0,8.0,2.0,2.0,25.0,17.0,4.0,7.0,5.0,3.0,0.0,0.0,09-10,14
2009-12-19,Ath Bilbao,Osasuna,2.0,0.0,H,2.0,0.0,H,1,11.0,9.0,3.0,4.0,22.0,12.0,2.0,1.0,3.0,4.0,0.0,0.0,09-10,15
